node,file
NODE_62_length_2125_cov_1.835266,13114.rohwer.85.s021
NODE_7097_length_2025_cov_2.832995,13114.distel.72.s015
NODE_68_length_50639_cov_7.375079,13114.distel.72.s015
NODE_122_length_37274_cov_6.861737,13114.distel.72.s015
NODE_3864_length_3010_cov_2.912352,13114.distel.72.s015
NODE_8119_length_1858_cov_3.628952,13114.distel.72.s015
NODE_186_length_28762_cov_10.133347,13114.distel.72.s015
NODE_35_length_68344_cov_6.432866,13114.distel.72.s015
NODE_207_length_27041_cov_6.858705,13114.distel.72.s015
NODE_866_length_9506_cov_5.155857,13114.distel.72.s015
NODE_3437_length_3265_cov_3.091900,13114.distel.72.s015
NODE_12767_length_1388_cov_2.219055,13114.distel.72.s015
NODE_8_length_108457_cov_11.407576,13114.distel.72.s015
NODE_3366_length_3309_cov_31.960356,13114.distel.72.s015
NODE_2274_length_4290_cov_3.903660,13114.distel.72.s015
NODE_1577_length_5671_cov_11.031695,13114.distel.72.s015
NODE_1275_length_6744_cov_4.238152,13114.distel.72.s015
NODE_9160_length_1716_cov_2.610476,13114.distel.72.s015
NODE_1647_length_5477_cov_40.529878,13114.distel.72.s015
NODE_60_length_54356_cov_5.948822,13114.distel.72.s015
NODE_127_length_36708_cov_7.428096,13114.distel.72.s015
NODE_473_length_15894_cov_4.003030,13114.distel.72.s015
NODE_4622_length_2673_cov_4.141711,13114.distel.72.s015
NODE_2462_length_4080_cov_9.304099,13114.distel.72.s015
NODE_4989_length_2546_cov_5.008430,13114.distel.72.s015
NODE_66_length_51071_cov_10.743335,13114.distel.72.s015
NODE_5127_length_2502_cov_4.384144,13114.distel.72.s015
NODE_3420_length_3272_cov_2.761268,13114.distel.72.s015
NODE_2662_length_3882_cov_3.214006,13114.distel.72.s015
NODE_58_length_57116_cov_7.740225,13114.distel.72.s015
NODE_169_length_29890_cov_26.012536,13114.distel.72.s015
NODE_6356_length_2178_cov_3.097975,13114.distel.72.s015
NODE_13549_length_1335_cov_2.220312,13114.distel.72.s015
NODE_3453_length_3254_cov_4.293529,13114.distel.72.s015
NODE_776_length_10498_cov_3.510294,13114.distel.72.s015
NODE_15517_length_1221_cov_1.675815,13114.distel.72.s015
NODE_859_length_9642_cov_4.188276,13114.distel.72.s015
NODE_9_length_107050_cov_11.440366,13114.distel.72.s015
NODE_15372_length_1227_cov_3.223549,13114.distel.72.s015
NODE_4491_length_2726_cov_2.361288,13114.distel.72.s015
NODE_2_length_283661_cov_10.678307,13114.distel.72.s015
NODE_1_length_489536_cov_11.933521,13114.distel.72.s015
NODE_18587_length_1086_cov_2.222114,13114.distel.72.s015
NODE_683_length_11755_cov_6.375128,13114.distel.72.s015
NODE_1860_length_4941_cov_4.398485,13114.distel.72.s015
NODE_19546_length_1051_cov_3.016064,13114.distel.72.s015
NODE_93_length_43546_cov_8.657998,13114.distel.72.s015
NODE_14242_length_1293_cov_2.075929,13114.distel.72.s015
NODE_86_length_44674_cov_30.582061,13114.distel.72.s015
NODE_769_length_10598_cov_4.529451,13114.distel.72.s015
NODE_3482_length_3236_cov_3.605156,13114.distel.72.s015
NODE_7654_length_1929_cov_2.613127,13114.distel.72.s015
NODE_17084_length_1146_cov_2.333639,13114.distel.72.s015
NODE_727_length_11095_cov_5.335145,13114.distel.72.s015
NODE_1204_length_7030_cov_5.885735,13114.distel.72.s015
NODE_2337_length_4226_cov_3.235675,13114.distel.72.s015
NODE_16969_length_1151_cov_3.870438,13114.distel.72.s015
NODE_2051_length_4600_cov_4.402640,13114.distel.72.s015
NODE_1699_length_5318_cov_3.474634,13114.distel.72.s015
NODE_3204_length_3429_cov_4.891523,13114.distel.72.s015
NODE_262_length_23499_cov_10.104504,13114.distel.72.s015
NODE_157_length_31514_cov_5.974030,13114.distel.72.s015
NODE_5393_length_2418_cov_2.591198,13114.distel.72.s015
NODE_12491_length_1409_cov_2.209010,13114.distel.72.s015
NODE_731_length_11016_cov_6.326977,13114.distel.72.s015
NODE_9622_length_1662_cov_4.431861,13114.distel.72.s015
NODE_933_length_8902_cov_5.781508,13114.distel.72.s015
NODE_7107_length_2022_cov_4.213523,13114.distel.72.s015
NODE_1358_length_6460_cov_4.600625,13114.distel.72.s015
NODE_2958_length_3620_cov_3.502945,13114.distel.72.s015
NODE_10060_length_1616_cov_1.885330,13114.distel.72.s015
NODE_7592_length_1939_cov_2.286093,13114.distel.72.s015
NODE_511_length_15168_cov_11.475948,13114.distel.72.s015
NODE_7344_length_1980_cov_2.604156,13114.distel.72.s015
NODE_12261_length_1427_cov_3.898688,13114.distel.72.s015
NODE_3807_length_3042_cov_4.870773,13114.distel.72.s015
NODE_49_length_60976_cov_8.336928,13114.distel.72.s015
NODE_385_length_18505_cov_9.184173,13114.distel.72.s015
NODE_4413_length_2758_cov_3.045875,13114.distel.72.s015
NODE_7268_length_1996_cov_2.557445,13114.distel.72.s015
NODE_643_length_12328_cov_12.248676,13114.distel.72.s015
NODE_280_length_1994_cov_1.964415,13114.palenik.42.s012
NODE_11_length_38969_cov_58.019993,13114.thomas.18.s010
NODE_15_length_38770_cov_58.314193,13114.thomas.18.s010
NODE_197_length_11476_cov_148.787584,13114.thomas.18.s010
NODE_22_length_33267_cov_168.718445,13114.thomas.18.s010
NODE_17_length_1622_cov_4.022336,13114.mousseau.88.s072
NODE_62_length_1071_cov_5.534449,13114.mousseau.88.s072
NODE_4_length_2891_cov_4.840973,13114.mousseau.88.s072
NODE_67_length_1038_cov_3.684639,13114.mousseau.88.s072
NODE_23_length_1497_cov_3.927878,13114.mousseau.88.s072
NODE_1025_length_1007_cov_1.451681,13114.mousseau.88.s017
NODE_357_length_1799_cov_1.867546,13114.mousseau.88.s017
NODE_5186_length_1991_cov_1.750517,13114.mousseau.88.s006
NODE_1734_length_3592_cov_4.112807,13114.mousseau.88.s006
NODE_711_length_5641_cov_3.454171,13114.mousseau.88.s006
NODE_6840_length_1701_cov_3.356622,13114.mousseau.88.s006
NODE_8600_length_1489_cov_2.000697,13114.mousseau.88.s006
NODE_9795_length_1382_cov_1.685004,13114.mousseau.88.s006
NODE_16828_length_1017_cov_2.160083,13114.mousseau.88.s006
NODE_10_length_106259_cov_14.715434,13114.mousseau.88.s006
NODE_14623_length_1100_cov_2.545455,13114.mousseau.88.s006
NODE_1158_length_4399_cov_3.103131,13114.mousseau.88.s006
NODE_48_length_35831_cov_12.858061,13114.mousseau.88.s006
NODE_12083_length_1226_cov_2.344150,13114.mousseau.88.s006
NODE_5386_length_1945_cov_2.575661,13114.mousseau.88.s006
NODE_10402_length_1335_cov_2.221875,13114.mousseau.88.s006
NODE_8371_length_1514_cov_2.117889,13114.mousseau.88.s006
NODE_11411_length_1265_cov_2.476033,13114.mousseau.88.s006
NODE_16181_length_1040_cov_2.763452,13114.mousseau.88.s006
NODE_4919_length_2049_cov_4.573220,13114.mousseau.88.s006
NODE_2022_length_3338_cov_3.169357,13114.mousseau.88.s006
NODE_4740_length_2093_cov_1.876840,13114.mousseau.88.s006
NODE_3182_length_2639_cov_3.191176,13114.mousseau.88.s006
NODE_8618_length_1487_cov_3.011173,13114.mousseau.88.s006
NODE_12350_length_1212_cov_2.426102,13114.mousseau.88.s006
NODE_1150_length_4414_cov_3.192017,13114.mousseau.88.s006
NODE_5636_length_1899_cov_2.746746,13114.mousseau.88.s006
NODE_33_length_43715_cov_7.090357,13114.mousseau.88.s006
NODE_3829_length_2375_cov_3.106034,13114.mousseau.88.s006
NODE_3534_length_2479_cov_4.073020,13114.mousseau.88.s006
NODE_4454_length_2170_cov_3.704965,13114.mousseau.88.s006
NODE_1058_length_4611_cov_4.871378,13114.mousseau.88.s006
NODE_2480_length_1141_cov_2.025783,13114.stegen.36.s012
NODE_432_length_2106_cov_5.079961,13114.stegen.36.s012
NODE_434_length_1319_cov_1.412975,13114.thomas.19.s010
NODE_514_length_1243_cov_1.309764,13114.thomas.19.s010
NODE_858_length_1041_cov_2.609533,13114.thomas.19.s010
NODE_1950_length_1248_cov_2.773680,13114.thomas.19.s056
NODE_3311_length_1000_cov_1.712169,13114.thomas.19.s056
NODE_3141_length_1025_cov_2.659794,13114.thomas.19.s056
NODE_2573_length_1116_cov_2.037700,13114.thomas.19.s056
NODE_157_length_3016_cov_1.950692,13114.thomas.19.s056
NODE_506_length_2051_cov_2.532064,13114.thomas.19.s056
NODE_2407_length_1146_cov_1.472961,13114.thomas.19.s056
NODE_1879_length_1268_cov_2.628195,13114.thomas.19.s056
NODE_815_length_1747_cov_1.868203,13114.thomas.19.s056
NODE_1644_length_1335_cov_2.037500,13114.thomas.19.s056
NODE_32_length_4706_cov_2.456461,13114.thomas.19.s056
NODE_1344_length_1437_cov_1.617945,13114.thomas.19.s056
NODE_276_length_2593_cov_2.576044,13114.thomas.19.s056
NODE_1028_length_5729_cov_3.717307,13114.pinto.63.s004
NODE_3210_length_2566_cov_4.015930,13114.pinto.63.s004
NODE_339_length_9749_cov_3.730452,13114.pinto.63.s004
NODE_376_length_9355_cov_3.665054,13114.pinto.63.s004
NODE_4335_length_2018_cov_2.683138,13114.pinto.63.s004
NODE_3309_length_2499_cov_3.745090,13114.pinto.63.s004
NODE_7092_length_1444_cov_3.776818,13114.pinto.63.s004
NODE_3609_length_2340_cov_4.631510,13114.pinto.63.s004
NODE_2008_length_3779_cov_6.002148,13114.pinto.63.s004
NODE_2107_length_3631_cov_3.621365,13114.pinto.63.s004
NODE_1110_length_1967_cov_2.854079,13114.distel.72.s003
NODE_1558_length_1767_cov_2.235397,13114.distel.72.s003
NODE_12330_length_1019_cov_2.255187,13114.distel.72.s003
NODE_643_length_2355_cov_2.664348,13114.distel.72.s003
NODE_1533_length_1774_cov_2.729494,13114.distel.72.s003
NODE_386_length_2791_cov_2.731725,13114.distel.72.s003
NODE_1225_length_1913_cov_4.260495,13114.distel.72.s003
NODE_2424_length_1296_cov_2.451249,13114.king.27.s013
NODE_1260_length_1606_cov_3.325596,13114.king.27.s013
NODE_2867_length_1219_cov_2.167526,13114.king.27.s013
NODE_3809_length_1104_cov_1.623451,13114.king.27.s013
NODE_4348_length_1057_cov_1.908184,13114.king.27.s013
NODE_1845_length_1423_cov_2.130848,13114.king.27.s013
NODE_948_length_1748_cov_2.203190,13114.king.27.s013
NODE_3489_length_1142_cov_1.700092,13114.king.27.s013
NODE_2282_length_1323_cov_1.910883,13114.king.27.s013
NODE_92_length_7787_cov_5.542938,13114.king.27.s013
NODE_628_length_1781_cov_3.274623,13114.stewart.26.s002
NODE_2011_length_1144_cov_4.132231,13114.stewart.26.s002
NODE_92_length_3370_cov_6.294118,13114.stewart.26.s002
NODE_1_length_46222_cov_37.904412,13114.thomas.18.s006
NODE_31_length_15322_cov_38.289775,13114.thomas.18.s006
NODE_9_length_41869_cov_10.439446,13114.thomas.18.s008
NODE_45_length_21600_cov_6.409886,13114.thomas.18.s008
NODE_117_length_12595_cov_7.524402,13114.thomas.18.s008
NODE_194_length_8410_cov_4.263914,13114.thomas.18.s008
NODE_374_length_3911_cov_6.643413,13114.thomas.18.s008
NODE_4_length_50165_cov_10.646438,13114.thomas.18.s008
NODE_5823_length_1302_cov_2.491580,13114.angenent.65.s005
NODE_5110_length_1391_cov_2.359281,13114.angenent.65.s005
NODE_17_length_25749_cov_6.833424,13114.angenent.65.s005
NODE_1419_length_2596_cov_2.808737,13114.angenent.65.s005
NODE_2367_length_2040_cov_4.240806,13114.angenent.65.s005
NODE_1926_length_2236_cov_3.287024,13114.angenent.65.s005
NODE_5007_length_1405_cov_4.221481,13114.angenent.65.s005
NODE_1388_length_2617_cov_4.300156,13114.angenent.65.s005
NODE_21_length_22967_cov_6.788102,13114.angenent.65.s005
NODE_1123_length_2911_cov_3.255602,13114.angenent.65.s005
NODE_105_length_1384_cov_1.772009,13114.myrold.59.s007
NODE_252_length_1142_cov_1.095676,13114.myrold.59.s007
NODE_5502_length_1106_cov_4.225500,13114.thomas.18.s045
NODE_5014_length_1156_cov_2.836512,13114.thomas.18.s045
NODE_5870_length_1072_cov_3.352999,13114.thomas.18.s045
NODE_337_length_3199_cov_3.861641,13114.thomas.18.s045
NODE_325_length_3233_cov_3.801447,13114.thomas.18.s045
NODE_688_length_2551_cov_7.452324,13114.thomas.18.s045
NODE_2606_length_1545_cov_3.973154,13114.thomas.18.s045
NODE_2483_length_1582_cov_2.815979,13114.thomas.18.s045
NODE_2521_length_1569_cov_4.056803,13114.thomas.18.s045
NODE_3336_length_1391_cov_2.315868,13114.thomas.18.s045
NODE_5106_length_1145_cov_2.204587,13114.thomas.18.s045
NODE_3021_length_1452_cov_3.962777,13114.thomas.18.s045
NODE_5710_length_1088_cov_1.987415,13114.thomas.18.s045
NODE_6222_length_1044_cov_3.529828,13114.thomas.18.s045
NODE_602_length_2662_cov_3.529344,13114.thomas.18.s045
NODE_2743_length_1513_cov_1.769547,13114.thomas.18.s045
NODE_5020_length_1156_cov_2.273388,13114.thomas.18.s045
NODE_2730_length_1515_cov_3.609589,13114.thomas.18.s045
NODE_44_length_5929_cov_3.979571,13114.thomas.18.s045
NODE_2095_length_1694_cov_1.743136,13114.thomas.18.s045
NODE_970_length_2258_cov_3.092601,13114.thomas.18.s045
NODE_1_length_3153746_cov_49.932029,13114.thomas.18.s045
NODE_2_length_1120086_cov_53.327431,13114.thomas.18.s045
NODE_896_length_2324_cov_4.133539,13114.thomas.18.s045
NODE_1459_length_1958_cov_1.748818,13114.thomas.18.s045
NODE_4103_length_1264_cov_2.763441,13114.thomas.18.s045
NODE_519_length_11763_cov_5.761189,13114.pinto.63.s016
NODE_273_length_15858_cov_5.922483,13114.pinto.63.s016
NODE_3438_length_3103_cov_4.688976,13114.pinto.63.s016
NODE_205_length_18242_cov_6.029252,13114.pinto.63.s016
NODE_163_length_20084_cov_5.826152,13114.pinto.63.s016
NODE_2072_length_4555_cov_8.328000,13114.pinto.63.s016
NODE_1595_length_5459_cov_5.477609,13114.pinto.63.s016
NODE_809_length_8913_cov_5.536803,13114.pinto.63.s016
NODE_855_length_3031_cov_4.538306,13114.mayer.34.s001
NODE_22_length_13891_cov_5.720295,13114.mayer.34.s001
NODE_1839_length_2018_cov_2.672440,13114.mayer.34.s001
NODE_165_length_6087_cov_5.837865,13114.mayer.34.s001
NODE_30_length_12524_cov_18.179726,13114.mayer.34.s001
NODE_4151_length_1224_cov_2.837468,13114.mayer.34.s001
NODE_260_length_5096_cov_22.704622,13114.mayer.34.s001
NODE_588_length_3617_cov_24.130825,13114.mayer.34.s001
NODE_520_length_3823_cov_3.249469,13114.mayer.34.s001
NODE_356_length_4548_cov_28.305141,13114.mayer.34.s001
NODE_2186_length_1820_cov_20.249292,13114.mayer.34.s001
NODE_32_length_11841_cov_17.349313,13114.mayer.34.s001
NODE_1660_length_2141_cov_24.604506,13114.mayer.34.s001
NODE_1765_length_2059_cov_2.747006,13114.mayer.34.s001
NODE_1659_length_1120_cov_0.977465,13114.tait.77.s001
NODE_125_length_31026_cov_6.765749,13114.mousseau.88.s106
NODE_5993_length_1490_cov_2.188850,13114.mousseau.88.s106
NODE_5046_length_1669_cov_2.860595,13114.mousseau.88.s106
NODE_6327_length_1440_cov_2.350181,13114.mousseau.88.s106
NODE_4794_length_1725_cov_2.714970,13114.mousseau.88.s106
NODE_1051_length_5125_cov_4.527022,13114.mousseau.88.s106
NODE_4223_length_1885_cov_2.538251,13114.mousseau.88.s106
NODE_1548_length_3835_cov_4.701323,13114.mousseau.88.s106
NODE_1858_length_3376_cov_6.432099,13114.mousseau.88.s106
NODE_5082_length_1661_cov_2.956413,13114.mousseau.88.s106
NODE_618_length_7623_cov_4.029202,13114.mousseau.88.s106
NODE_1200_length_4613_cov_3.253620,13114.mousseau.88.s106
NODE_299_length_14730_cov_6.533629,13114.mousseau.88.s106
NODE_8726_length_1454_cov_2.295926,13114.bittleston.68.s002
NODE_270_length_14988_cov_5.255675,13114.bittleston.68.s002
NODE_1997_length_4713_cov_11.288536,13114.bittleston.68.s002
NODE_5272_length_2211_cov_2.685065,13114.bittleston.68.s002
NODE_1155_length_6822_cov_4.475248,13114.bittleston.68.s002
NODE_12600_length_1066_cov_1.929773,13114.bittleston.68.s002
NODE_1135_length_6881_cov_4.270730,13114.bittleston.68.s002
NODE_11301_length_1167_cov_3.564748,13114.bittleston.68.s002
NODE_3149_length_3391_cov_2.720324,13114.bittleston.68.s002
NODE_4407_length_2572_cov_3.347636,13114.bittleston.68.s002
NODE_13107_length_1031_cov_1.871926,13114.bittleston.68.s002
NODE_7501_length_1647_cov_2.569724,13114.bittleston.68.s002
NODE_11293_length_1168_cov_2.968553,13114.bittleston.68.s002
NODE_46_length_32565_cov_5.821255,13114.bittleston.68.s002
NODE_2902_length_3606_cov_3.791045,13114.bittleston.68.s002
NODE_4717_length_2416_cov_2.984752,13114.bittleston.68.s002
NODE_324_length_13783_cov_4.895542,13114.bittleston.68.s002
NODE_318_length_13950_cov_5.417056,13114.bittleston.68.s002
NODE_10292_length_1265_cov_2.133884,13114.bittleston.68.s002
NODE_1681_length_5291_cov_5.342246,13114.bittleston.68.s002
NODE_364_length_12899_cov_3.770243,13114.bittleston.68.s002
NODE_9770_length_1322_cov_3.110497,13114.bittleston.68.s002
NODE_3624_length_3020_cov_3.149073,13114.bittleston.68.s002
NODE_8_length_151772_cov_27.837487,13114.bittleston.68.s002
NODE_1106_length_7031_cov_3.852924,13114.bittleston.68.s002
NODE_2130_length_4507_cov_4.120845,13114.bittleston.68.s002
NODE_7825_length_1593_cov_2.882315,13114.bittleston.68.s002
NODE_799_length_8498_cov_3.371077,13114.bittleston.68.s002
NODE_8372_length_1502_cov_2.163787,13114.bittleston.68.s002
NODE_663_length_9520_cov_3.876809,13114.bittleston.68.s002
NODE_658_length_9598_cov_4.079220,13114.bittleston.68.s002
NODE_9633_length_1337_cov_2.457098,13114.bittleston.68.s002
NODE_2328_length_4241_cov_3.534878,13114.bittleston.68.s002
NODE_2254_length_4343_cov_2.831623,13114.bittleston.68.s002
NODE_65_length_27188_cov_6.660008,13114.bittleston.68.s002
NODE_3745_length_2935_cov_3.081597,13114.bittleston.68.s002
NODE_12406_length_1079_cov_1.863281,13114.bittleston.68.s002
NODE_630_length_9823_cov_3.957617,13114.bittleston.68.s002
NODE_4205_length_2680_cov_3.477714,13114.bittleston.68.s002
NODE_6_length_176627_cov_28.895669,13114.bittleston.68.s002
NODE_539_length_10766_cov_3.604052,13114.bittleston.68.s002
NODE_1955_length_4770_cov_2.560339,13114.bittleston.68.s002
NODE_134_length_20623_cov_5.170799,13114.bittleston.68.s002
NODE_1219_length_6619_cov_3.499695,13114.bittleston.68.s002
NODE_4034_length_2770_cov_3.291344,13114.bittleston.68.s002
NODE_1385_length_6018_cov_5.076136,13114.bittleston.68.s002
NODE_7517_length_1643_cov_3.001259,13114.bittleston.68.s002
NODE_2980_length_3535_cov_2.836207,13114.bittleston.68.s002
NODE_3582_length_3046_cov_5.021732,13114.bittleston.68.s002
NODE_491_length_11300_cov_4.619209,13114.bittleston.68.s002
NODE_97_length_23585_cov_6.362558,13114.bittleston.68.s002
NODE_2219_length_4387_cov_3.119575,13114.bittleston.68.s002
NODE_9049_length_1405_cov_1.650370,13114.bittleston.68.s002
NODE_7283_length_1685_cov_3.087730,13114.bittleston.68.s002
NODE_4315_length_2618_cov_3.786188,13114.bittleston.68.s002
NODE_11061_length_1189_cov_2.811287,13114.bittleston.68.s002
NODE_4692_length_2429_cov_1.750632,13114.bittleston.68.s002
NODE_7373_length_1669_cov_1.706939,13114.bittleston.68.s002
NODE_8647_length_1466_cov_1.695960,13114.bittleston.68.s002
NODE_716_length_9036_cov_3.668188,13114.bittleston.68.s002
NODE_1154_length_6827_cov_3.477850,13114.bittleston.68.s002
NODE_400_length_12396_cov_4.465197,13114.bittleston.68.s002
NODE_13220_length_1023_cov_2.243802,13114.bittleston.68.s002
NODE_11597_length_1142_cov_3.095676,13114.bittleston.68.s002
NODE_1113_length_7009_cov_4.268335,13114.bittleston.68.s002
NODE_12176_length_1095_cov_1.893269,13114.bittleston.68.s002
NODE_8599_length_1471_cov_3.254944,13114.bittleston.68.s002
NODE_1273_length_6432_cov_4.219696,13114.bittleston.68.s002
NODE_1944_length_4779_cov_4.235605,13114.bittleston.68.s002
NODE_159_length_18982_cov_6.236012,13114.bittleston.68.s002
NODE_1710_length_5228_cov_2.714866,13114.bittleston.68.s002
NODE_520_length_11010_cov_4.759197,13114.bittleston.68.s002
NODE_2309_length_4263_cov_3.701996,13114.bittleston.68.s002
NODE_13393_length_1012_cov_2.924765,13114.bittleston.68.s002
NODE_4789_length_2386_cov_3.297297,13114.bittleston.68.s002
NODE_7425_length_1661_cov_2.664384,13114.bittleston.68.s002
NODE_206_length_16969_cov_4.055280,13114.bittleston.68.s002
NODE_2169_length_4447_cov_2.430100,13114.bittleston.68.s002
NODE_6297_length_1476_cov_1.873329,13114.mousseau.88.s102
NODE_5685_length_1587_cov_2.506527,13114.mousseau.88.s102
NODE_2468_length_2985_cov_2.073379,13114.mousseau.88.s102
NODE_4213_length_1983_cov_2.558091,13114.mousseau.88.s102
NODE_441_length_2762_cov_2.783155,13114.pinto.63.s021
NODE_666_length_2456_cov_2.236985,13114.pinto.63.s021
NODE_920_length_2213_cov_3.818350,13114.pinto.63.s021
NODE_78_length_3975_cov_2.817857,13114.pinto.63.s021
NODE_54_length_4280_cov_2.962840,13114.pinto.63.s021
NODE_793_length_2328_cov_2.928289,13114.pinto.63.s021
NODE_3452_length_1276_cov_3.179361,13114.pinto.63.s021
NODE_3504_length_1444_cov_2.079914,13114.mousseau.88.s112
NODE_1337_length_2382_cov_5.520842,13114.mousseau.88.s112
NODE_8_length_40713_cov_5.139899,13114.mousseau.88.s112
NODE_277_length_6578_cov_3.523992,13114.mousseau.88.s112
NODE_36_length_22383_cov_5.161860,13114.mousseau.88.s112
NODE_55_length_18980_cov_5.155139,13114.mousseau.88.s112
NODE_135_length_10980_cov_5.119176,13114.mousseau.88.s112
NODE_630_length_1469_cov_1.690948,13114.jensen.43.s007
NODE_390_length_3787_cov_3.223205,13114.thomas.18.s056
NODE_10700_length_1188_cov_2.096205,13114.thomas.18.s056
NODE_14983_length_1059_cov_2.314741,13114.thomas.18.s056
NODE_16891_length_1014_cov_1.869656,13114.thomas.18.s056
NODE_718_length_3075_cov_2.557285,13114.thomas.18.s056
NODE_12519_length_1127_cov_1.858209,13114.thomas.18.s056
NODE_11697_length_1152_cov_2.674567,13114.thomas.18.s056
NODE_11411_length_1162_cov_2.148148,13114.thomas.18.s056
NODE_10319_length_1202_cov_3.129904,13114.thomas.18.s056
NODE_11553_length_1150_cov_1.689498,13114.mousseau.88.s042
NODE_13382_length_1067_cov_2.522727,13114.mousseau.88.s042
NODE_1044_length_3591_cov_2.788179,13114.mousseau.88.s042
NODE_1226_length_3343_cov_3.048966,13114.mousseau.88.s042
NODE_10988_length_1180_cov_2.276444,13114.mousseau.88.s042
NODE_1_length_72825_cov_9.015666,13114.mousseau.88.s042
NODE_4571_length_1806_cov_2.071388,13114.mousseau.88.s042
NODE_7221_length_1449_cov_2.699426,13114.mousseau.88.s042
NODE_5327_length_1680_cov_1.983385,13114.mousseau.88.s042
NODE_9380_length_1274_cov_3.120591,13114.mousseau.88.s042
NODE_467_length_4997_cov_3.385067,13114.mousseau.88.s042
NODE_633_length_4394_cov_2.911731,13114.mousseau.88.s042
NODE_1565_length_2983_cov_2.557036,13114.mousseau.88.s042
NODE_13241_length_1073_cov_2.523576,13114.mousseau.88.s042
NODE_4826_length_1761_cov_1.831184,13114.mousseau.88.s042
NODE_6628_length_1514_cov_2.357094,13114.mousseau.88.s042
NODE_7256_length_1446_cov_1.949676,13114.mousseau.88.s042
NODE_182_length_5135_cov_5.354921,13114.pinto.63.s028
NODE_2134_length_2472_cov_3.881671,13114.pinto.63.s028
NODE_3998_length_1937_cov_3.814028,13114.pinto.63.s028
NODE_7737_length_1450_cov_3.547670,13114.pinto.63.s028
NODE_848_length_3439_cov_3.865839,13114.pinto.63.s028
NODE_1473_length_2838_cov_4.169601,13114.pinto.63.s028
NODE_7588_length_1460_cov_3.297509,13114.pinto.63.s028
NODE_7125_length_1502_cov_3.011748,13114.pinto.63.s028
NODE_7602_length_1459_cov_3.091880,13114.pinto.63.s028
NODE_164_length_5267_cov_5.289908,13114.pinto.63.s028
NODE_4240_length_1889_cov_3.452017,13114.pinto.63.s028
NODE_1955_length_2557_cov_4.219025,13114.pinto.63.s028
NODE_3022_length_2164_cov_2.290659,13114.pinto.63.s028
NODE_2_length_171267_cov_11.072915,13114.berry.2.s006
NODE_76_length_15627_cov_10.470974,13114.berry.2.s006
NODE_1791_length_1177_cov_2.090909,13114.berry.2.s006
NODE_7_length_118250_cov_11.741351,13114.berry.2.s006
NODE_578_length_7704_cov_5.465813,13114.song.53.s002
NODE_3877_length_1561_cov_3.338645,13114.song.53.s002
NODE_233_length_16499_cov_8.348273,13114.song.53.s002
NODE_290_length_14336_cov_62.660178,13114.song.53.s002
NODE_929_length_4862_cov_4.334096,13114.song.53.s002
NODE_5754_length_1156_cov_10.930972,13114.song.53.s002
NODE_5_length_85483_cov_462.448822,13114.song.53.s002
NODE_630_length_7128_cov_353.133748,13114.song.53.s002
NODE_357_length_12007_cov_7.288069,13114.song.53.s002
NODE_1_length_151754_cov_12.774382,13114.song.53.s002
NODE_164_length_20810_cov_582.419176,13114.song.53.s002
NODE_59_length_35248_cov_8.645043,13114.song.53.s002
NODE_974_length_4662_cov_3.902105,13114.song.53.s002
NODE_4690_length_1356_cov_2.193697,13114.song.53.s002
NODE_6224_length_1088_cov_618.743466,13114.song.53.s002
NODE_1626_length_3020_cov_3.539629,13114.song.53.s002
NODE_6204_length_1092_cov_2.121504,13114.song.53.s002
NODE_4002_length_1523_cov_2.767711,13114.song.53.s002
NODE_3281_length_1769_cov_3.206534,13114.song.53.s002
NODE_1198_length_3892_cov_84.373208,13114.song.53.s002
NODE_70_length_33218_cov_110.620511,13114.song.53.s002
NODE_449_length_9559_cov_10.482113,13114.song.53.s002
NODE_8_length_78456_cov_550.293019,13114.song.53.s002
NODE_1974_length_2599_cov_3.826258,13114.song.53.s002
NODE_1027_length_4452_cov_5.243120,13114.song.53.s002
NODE_2619_length_2076_cov_4.648689,13114.song.53.s002
NODE_673_length_6613_cov_8.271272,13114.song.53.s002
NODE_1671_length_2962_cov_7.093567,13114.song.53.s002
NODE_12_length_72226_cov_12.111776,13114.song.53.s002
NODE_38_length_44436_cov_531.705031,13114.song.53.s002
NODE_161_length_20964_cov_7.160888,13114.song.53.s002
NODE_1216_length_3833_cov_7.000265,13114.song.53.s002
NODE_15_length_66970_cov_543.649570,13114.song.53.s002
NODE_134_length_23207_cov_7.805891,13114.song.53.s002
NODE_1485_length_3242_cov_3.872607,13114.song.53.s002
NODE_5978_length_1124_cov_43.536015,13114.song.53.s002
NODE_92_length_22654_cov_11.571884,13114.mousseau.88.s025
NODE_6176_length_1456_cov_1.422555,13114.mousseau.88.s025
NODE_244_length_9997_cov_6.712231,13114.mousseau.88.s025
NODE_1051_length_4102_cov_3.305906,13114.mousseau.88.s025
NODE_16_length_89911_cov_7.125100,13114.mousseau.88.s025
NODE_2062_length_2750_cov_2.864564,13114.mousseau.88.s025
NODE_379_length_7356_cov_3.730174,13114.mousseau.88.s025
NODE_6424_length_1422_cov_3.863936,13114.mousseau.88.s025
NODE_4304_length_1779_cov_2.849188,13114.mousseau.88.s025
NODE_1883_length_2902_cov_2.574640,13114.mousseau.88.s025
NODE_6979_length_1362_cov_1.489671,13114.mousseau.88.s025
NODE_3705_length_1935_cov_2.104787,13114.mousseau.88.s025
NODE_178_length_13150_cov_3.504009,13114.mousseau.88.s025
NODE_3358_length_2043_cov_3.407948,13114.mousseau.88.s025
